case_id,root_service,fault_type,service_family,budget,policy,avg_at_5,top1,top3,top5
webservice1_memory_1627079078,webservice1,memory,web,0.25,random_multibudget,0.2,0.0,0.2,0.6
webservice1_memory_1627100569,webservice1,memory,web,0.25,random_multibudget,0.24,0.0,0.4,0.4
webservice1_memory_1627122542,webservice1,memory,web,0.25,random_multibudget,0.4,0.2,0.4,0.6
webservice1_memory_1627157039,webservice1,memory,web,0.25,random_multibudget,0.27999999999999997,0.0,0.4,0.4
webservice1_memory_1627174739,webservice1,memory,web,0.25,random_multibudget,0.4,0.2,0.4,0.6
webservice1_memory_1627194266,webservice1,memory,web,0.25,random_multibudget,0.24,0.0,0.2,0.6
webservice1_memory_1627218977,webservice1,memory,web,0.25,random_multibudget,0.52,0.2,0.4,0.8
webservice1_memory_1627316277,webservice1,memory,web,0.25,random_multibudget,0.08,0.0,0.0,0.2
webservice1_memory_1627330168,webservice1,memory,web,0.25,random_multibudget,0.27999999999999997,0.0,0.4,0.6
webservice1_memory_1627342282,webservice1,memory,web,0.25,random_multibudget,0.2,0.0,0.2,0.4
webservice1_memory_1627361744,webservice1,memory,web,0.25,random_multibudget,0.2,0.0,0.2,0.6
webservice1_memory_1627381040,webservice1,memory,web,0.25,random_multibudget,0.2,0.0,0.2,0.4
webservice1_memory_1627399949,webservice1,memory,web,0.25,random_multibudget,0.32,0.0,0.4,0.6
webservice1_memory_1627427700,webservice1,memory,web,0.25,random_multibudget,0.44000000000000006,0.2,0.4,0.8
webservice1_memory_1627539698,webservice1,memory,web,0.25,random_multibudget,0.12,0.0,0.2,0.2
webservice1_memory_1627672100,webservice1,memory,web,0.25,random_multibudget,0.36,0.2,0.4,0.6
webservice1_memory_1627708025,webservice1,memory,web,0.25,random_multibudget,0.12,0.0,0.2,0.2
webservice1_memory_1627724870,webservice1,memory,web,0.25,random_multibudget,0.4,0.0,0.4,0.8
webservice1_memory_1627750701,webservice1,memory,web,0.25,random_multibudget,0.4,0.4,0.4,0.4
webservice2_cpu_1627270294,webservice2,cpu,web,0.25,random_multibudget,0.2,0.0,0.2,0.4
webservice2_errno111_1626750601,webservice2,errno111,web,0.25,random_multibudget,0.28,0.0,0.2,0.8
webservice2_errno111_1626750706,webservice2,errno111,web,0.25,random_multibudget,0.36,0.0,0.4,0.8
webservice2_file_move_1625361000,webservice2,file_move,web,0.25,random_multibudget,0.44000000000000006,0.0,0.4,0.8
webservice2_file_move_1625386200,webservice2,file_move,web,0.25,random_multibudget,0.76,0.6,0.8,0.8
webservice2_file_move_1625501400,webservice2,file_move,web,0.25,random_multibudget,0.6,0.2,0.8,0.8
webservice2_file_move_1625559000,webservice2,file_move,web,0.25,random_multibudget,0.52,0.4,0.6,0.6
webservice2_file_move_1625587800,webservice2,file_move,web,0.25,random_multibudget,0.27999999999999997,0.2,0.2,0.4
webservice2_file_move_1625793000,webservice2,file_move,web,0.25,random_multibudget,0.4,0.2,0.4,0.6
webservice2_file_move_1626163800,webservice2,file_move,web,0.25,random_multibudget,0.12000000000000002,0.0,0.0,0.4
webservice2_file_move_1626264600,webservice2,file_move,web,0.25,random_multibudget,0.24000000000000005,0.0,0.2,0.6
webservice2_file_move_1626869400,webservice2,file_move,web,0.25,random_multibudget,0.32,0.0,0.2,0.6
webservice2_file_move_1626883800,webservice2,file_move,web,0.25,random_multibudget,0.15999999999999998,0.0,0.2,0.4
webservice2_file_move_1626927000,webservice2,file_move,web,0.25,random_multibudget,0.8,0.8,0.8,0.8
webservice2_file_move_1626955800,webservice2,file_move,web,0.25,random_multibudget,0.4,0.2,0.4,0.6
webservice2_file_move_1627071001,webservice2,file_move,web,0.25,random_multibudget,0.68,0.2,0.6,1.0
webservice2_file_move_1627089000,webservice2,file_move,web,0.25,random_multibudget,0.32,0.2,0.2,0.6
webservice2_file_move_1627215000,webservice2,file_move,web,0.25,random_multibudget,0.28,0.0,0.2,0.6
webservice2_file_move_1627488601,webservice2,file_move,web,0.25,random_multibudget,0.5599999999999999,0.0,0.8,0.8
webservice2_file_move_1627503000,webservice2,file_move,web,0.25,random_multibudget,0.4,0.4,0.4,0.4
webservice2_file_move_1627575000,webservice2,file_move,web,0.25,random_multibudget,0.48,0.4,0.4,0.6
webservice2_file_move_1627607400,webservice2,file_move,web,0.25,random_multibudget,0.04,0.0,0.0,0.2
webservice2_file_move_1627632600,webservice2,file_move,web,0.25,random_multibudget,0.0,0.0,0.0,0.0
webservice2_file_move_1627704600,webservice2,file_move,web,0.25,random_multibudget,0.48,0.4,0.4,0.6
webservice2_memory_1625138212,webservice2,memory,web,0.25,random_multibudget,0.2,0.0,0.2,0.4
webservice2_memory_1625154530,webservice2,memory,web,0.25,random_multibudget,0.32,0.2,0.2,0.6
webservice2_memory_1625212312,webservice2,memory,web,0.25,random_multibudget,0.24,0.0,0.4,0.4
webservice2_memory_1625325487,webservice2,memory,web,0.25,random_multibudget,0.24000000000000005,0.0,0.2,0.4
webservice2_memory_1625367620,webservice2,memory,web,0.25,random_multibudget,0.24,0.2,0.2,0.4
webservice2_memory_1625381030,webservice2,memory,web,0.25,random_multibudget,0.24000000000000005,0.0,0.2,0.4
webservice2_memory_1625418006,webservice2,memory,web,0.25,random_multibudget,0.0,0.0,0.0,0.0
webservice2_memory_1625424557,webservice2,memory,web,0.25,random_multibudget,0.16,0.0,0.2,0.4
webservice2_memory_1625614232,webservice2,memory,web,0.25,random_multibudget,0.64,0.4,0.6,1.0
webservice2_memory_1625649699,webservice2,memory,web,0.25,random_multibudget,0.52,0.2,0.6,0.8
webservice2_memory_1625734162,webservice2,memory,web,0.25,random_multibudget,0.16,0.0,0.2,0.4
webservice2_memory_1625744497,webservice2,memory,web,0.25,random_multibudget,0.27999999999999997,0.2,0.2,0.6
webservice2_memory_1625747511,webservice2,memory,web,0.25,random_multibudget,0.2,0.0,0.2,0.6
webservice2_memory_1625777099,webservice2,memory,web,0.25,random_multibudget,0.36,0.2,0.2,0.6
webservice2_memory_1625806048,webservice2,memory,web,0.25,random_multibudget,0.24,0.2,0.2,0.4
webservice2_memory_1625856842,webservice2,memory,web,0.25,random_multibudget,0.27999999999999997,0.0,0.4,0.4
webservice2_memory_1625890558,webservice2,memory,web,0.25,random_multibudget,0.15999999999999998,0.0,0.2,0.4
webservice2_memory_1625896703,webservice2,memory,web,0.25,random_multibudget,0.48,0.4,0.4,0.6
webservice2_memory_1626003242,webservice2,memory,web,0.25,random_multibudget,0.24000000000000005,0.0,0.2,0.4
webservice2_memory_1626007446,webservice2,memory,web,0.25,random_multibudget,0.27999999999999997,0.0,0.4,0.4
webservice2_memory_1626018521,webservice2,memory,web,0.25,random_multibudget,0.32,0.2,0.4,0.4
webservice2_memory_1626030740,webservice2,memory,web,0.25,random_multibudget,0.2,0.0,0.2,0.4
webservice2_memory_1626052978,webservice2,memory,web,0.25,random_multibudget,0.32,0.2,0.2,0.6
webservice2_memory_1626097343,webservice2,memory,web,0.25,random_multibudget,0.27999999999999997,0.2,0.2,0.6
webservice2_memory_1626104516,webservice2,memory,web,0.25,random_multibudget,0.4,0.0,0.6,0.8
webservice2_memory_1626204647,webservice2,memory,web,0.25,random_multibudget,0.16,0.0,0.2,0.2
webservice2_memory_1626267308,webservice2,memory,web,0.25,random_multibudget,0.12000000000000002,0.0,0.0,0.4
webservice2_memory_1626284568,webservice2,memory,web,0.25,random_multibudget,0.2,0.0,0.2,0.6
webservice2_memory_1626288105,webservice2,memory,web,0.25,random_multibudget,0.0,0.0,0.0,0.0
webservice2_memory_1626314797,webservice2,memory,web,0.25,random_multibudget,0.15999999999999998,0.0,0.2,0.4
webservice2_memory_1626374035,webservice2,memory,web,0.25,random_multibudget,0.0,0.0,0.0,0.0
webservice2_memory_1626417018,webservice2,memory,web,0.25,random_multibudget,0.48,0.0,0.6,0.8
webservice2_memory_1626427252,webservice2,memory,web,0.25,random_multibudget,0.12,0.0,0.2,0.2
webservice2_memory_1626506288,webservice2,memory,web,0.25,random_multibudget,0.28,0.0,0.2,0.6
webservice2_memory_1626525063,webservice2,memory,web,0.25,random_multibudget,0.15999999999999998,0.0,0.2,0.4
webservice2_memory_1626589456,webservice2,memory,web,0.25,random_multibudget,0.32,0.2,0.2,0.6
webservice2_memory_1626787776,webservice2,memory,web,0.25,random_multibudget,0.36,0.0,0.4,0.6
webservice2_memory_1626817432,webservice2,memory,web,0.25,random_multibudget,0.56,0.0,0.6,0.8
webservice2_memory_1626850836,webservice2,memory,web,0.25,random_multibudget,0.08,0.0,0.0,0.2
webservice2_memory_1626869243,webservice2,memory,web,0.25,random_multibudget,0.16,0.0,0.0,0.6
webservice2_memory_1626905392,webservice2,memory,web,0.25,random_multibudget,0.24000000000000005,0.0,0.2,0.6
webservice2_memory_1626939504,webservice2,memory,web,0.25,random_multibudget,0.4,0.0,0.4,0.8
webservice2_memory_1627032836,webservice2,memory,web,0.25,random_multibudget,0.4,0.0,0.6,0.6
webservice2_memory_1627085325,webservice2,memory,web,0.25,random_multibudget,0.0,0.0,0.0,0.0
webservice2_memory_1627091294,webservice2,memory,web,0.25,random_multibudget,0.44000000000000006,0.0,0.4,0.8
webservice2_memory_1627100690,webservice2,memory,web,0.25,random_multibudget,0.48,0.2,0.4,0.8
webservice2_memory_1627119052,webservice2,memory,web,0.25,random_multibudget,0.16,0.0,0.2,0.2
webservice2_memory_1627196935,webservice2,memory,web,0.25,random_multibudget,0.44000000000000006,0.0,0.6,0.6
webservice2_memory_1627217059,webservice2,memory,web,0.25,random_multibudget,0.36,0.0,0.6,0.6
webservice2_memory_1627286385,webservice2,memory,web,0.25,random_multibudget,0.24000000000000005,0.0,0.0,0.6
webservice2_memory_1627323573,webservice2,memory,web,0.25,random_multibudget,0.27999999999999997,0.0,0.2,0.6
webservice2_memory_1627354358,webservice2,memory,web,0.25,random_multibudget,0.2,0.0,0.2,0.6
webservice2_memory_1627372277,webservice2,memory,web,0.25,random_multibudget,0.36,0.0,0.4,0.8
webservice2_memory_1627423928,webservice2,memory,web,0.25,random_multibudget,0.16,0.0,0.2,0.4
webservice2_memory_1627432266,webservice2,memory,web,0.25,random_multibudget,0.27999999999999997,0.2,0.2,0.4
webservice2_memory_1627459375,webservice2,memory,web,0.25,random_multibudget,0.4,0.2,0.4,0.6
webservice2_memory_1627485396,webservice2,memory,web,0.25,random_multibudget,0.16,0.0,0.0,0.6
webservice2_memory_1627546421,webservice2,memory,web,0.25,random_multibudget,0.6,0.4,0.6,0.8
webservice2_memory_1627570264,webservice2,memory,web,0.25,random_multibudget,0.24,0.0,0.4,0.4
webservice2_memory_1627718583,webservice2,memory,web,0.25,random_multibudget,0.36,0.0,0.6,0.6
webservice2_memory_1627731038,webservice2,memory,web,0.25,random_multibudget,0.56,0.2,0.4,1.0
webservice2_memory_1627742508,webservice2,memory,web,0.25,random_multibudget,0.16,0.0,0.0,0.6
webservice2_memory_1627752181,webservice2,memory,web,0.25,random_multibudget,0.44000000000000006,0.2,0.6,0.6
dbservice1_cpu_1627429585,dbservice1,cpu,database,0.5,adaptive_corrupted_anchor,0.6,0.0,1.0,1.0
dbservice1_cpu_1627464819,dbservice1,cpu,database,0.5,adaptive_corrupted_anchor,0.6,0.0,1.0,1.0
dbservice1_cpu_1627475651,dbservice1,cpu,database,0.5,adaptive_corrupted_anchor,0.4,0.0,0.0,1.0
dbservice1_cpu_1627486293,dbservice1,cpu,database,0.5,adaptive_corrupted_anchor,0.2,0.0,0.0,1.0
dbservice1_cpu_1627509699,dbservice1,cpu,database,0.5,adaptive_corrupted_anchor,0.8,0.0,1.0,1.0
dbservice1_cpu_1627529324,dbservice1,cpu,database,0.5,adaptive_corrupted_anchor,0.8,0.0,1.0,1.0
dbservice1_cpu_1627572876,dbservice1,cpu,database,0.5,adaptive_corrupted_anchor,0.8,0.0,1.0,1.0
dbservice1_cpu_1627703827,dbservice1,cpu,database,0.5,adaptive_corrupted_anchor,0.8,0.0,1.0,1.0
dbservice1_errno111_1626750606,dbservice1,errno111,database,0.5,adaptive_corrupted_anchor,1.0,1.0,1.0,1.0
dbservice1_errno111_1626750701,dbservice1,errno111,database,0.5,adaptive_corrupted_anchor,0.8,0.0,1.0,1.0
dbservice1_memory_1625140467,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.4,0.0,0.0,1.0
dbservice1_memory_1625178785,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,1.0,1.0,1.0,1.0
dbservice1_memory_1625188889,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.4,0.0,0.0,1.0
dbservice1_memory_1625231603,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,1.0,1.0,1.0,1.0
dbservice1_memory_1625243441,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,1.0,1.0,1.0,1.0
dbservice1_memory_1625384013,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,1.0,1.0,1.0,1.0
dbservice1_memory_1625411468,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,1.0,1.0,1.0,1.0
dbservice1_memory_1625418705,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,1.0,1.0,1.0,1.0
dbservice1_memory_1625578885,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.2,0.0,0.0,1.0
dbservice1_memory_1625582957,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.6,0.0,1.0,1.0
dbservice1_memory_1625637896,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,1.0,1.0,1.0,1.0
dbservice1_memory_1625671282,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.2,0.0,0.0,1.0
dbservice1_memory_1625675230,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.4,0.0,0.0,1.0
dbservice1_memory_1625679820,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.2,0.0,0.0,1.0
dbservice1_memory_1625768540,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.2,0.0,0.0,1.0
dbservice1_memory_1625849028,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.6,0.0,1.0,1.0
dbservice1_memory_1625863841,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.6,0.0,1.0,1.0
dbservice1_memory_1625867158,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.6,0.0,1.0,1.0
dbservice1_memory_1625870624,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.4,0.0,0.0,1.0
dbservice1_memory_1625909033,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.8,0.0,1.0,1.0
dbservice1_memory_1625914032,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.2,0.0,0.0,1.0
dbservice1_memory_1625964302,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.8,0.0,1.0,1.0
dbservice1_memory_1626032238,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.6,0.0,1.0,1.0
dbservice1_memory_1626113371,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.2,0.0,0.0,1.0
dbservice1_memory_1626178789,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.8,0.0,1.0,1.0
dbservice1_memory_1626195234,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.4,0.0,0.0,1.0
dbservice1_memory_1626266259,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.8,0.0,1.0,1.0
dbservice1_memory_1626306060,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.4,0.0,0.0,1.0
dbservice1_memory_1626338404,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,1.0,1.0,1.0,1.0
dbservice1_memory_1626343595,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.6,0.0,1.0,1.0
dbservice1_memory_1626393113,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,1.0,1.0,1.0,1.0
dbservice1_memory_1626409893,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.8,0.0,1.0,1.0
dbservice1_memory_1626425140,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.4,0.0,0.0,1.0
dbservice1_memory_1626473914,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,1.0,1.0,1.0,1.0
dbservice1_memory_1626511514,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.2,0.0,0.0,1.0
dbservice1_memory_1626540721,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.6,0.0,1.0,1.0
dbservice1_memory_1626552538,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.6,0.0,1.0,1.0
dbservice1_memory_1626598508,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,1.0,1.0,1.0,1.0
dbservice1_memory_1626773615,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,1.0,1.0,1.0,1.0
dbservice1_memory_1626788281,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.2,0.0,0.0,1.0
dbservice1_memory_1626845470,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,1.0,1.0,1.0,1.0
dbservice1_memory_1626858109,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.6,0.0,1.0,1.0
dbservice1_memory_1626912896,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.8,0.0,1.0,1.0
dbservice1_memory_1626939313,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.2,0.0,0.0,1.0
dbservice1_memory_1627046902,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.2,0.0,0.0,1.0
dbservice1_memory_1627098214,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.2,0.0,0.0,1.0
dbservice1_memory_1627104046,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.4,0.0,0.0,1.0
dbservice1_memory_1627119644,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,1.0,1.0,1.0,1.0
dbservice1_memory_1627157147,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.4,0.0,0.0,1.0
dbservice1_memory_1627223200,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.2,0.0,0.0,1.0
dbservice1_memory_1627237577,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,1.0,1.0,1.0,1.0
dbservice1_memory_1627255258,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.8,0.0,1.0,1.0
dbservice1_memory_1627268672,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,1.0,1.0,1.0,1.0
dbservice1_memory_1627272293,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.4,0.0,0.0,1.0
dbservice1_memory_1627283279,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.8,0.0,1.0,1.0
dbservice1_memory_1627288593,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.8,0.0,1.0,1.0
dbservice1_memory_1627297432,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.6,0.0,1.0,1.0
dbservice1_memory_1627316827,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.8,0.0,1.0,1.0
dbservice1_memory_1627373850,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,1.0,1.0,1.0,1.0
dbservice1_memory_1627386311,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.6,0.0,1.0,1.0
dbservice1_memory_1627400139,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,1.0,1.0,1.0,1.0
dbservice1_memory_1627432587,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.4,0.0,0.0,1.0
dbservice1_memory_1627477200,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.2,0.0,0.0,1.0
dbservice1_memory_1627502421,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.6,0.0,1.0,1.0
dbservice1_memory_1627682718,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.6,0.0,1.0,1.0
dbservice1_memory_1627702626,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,0.2,0.0,0.0,1.0
dbservice1_memory_1627773523,dbservice1,memory,database,0.5,adaptive_corrupted_anchor,1.0,1.0,1.0,1.0
dbservice2_errno111_1626750601,dbservice2,errno111,database,0.5,adaptive_corrupted_anchor,0.4,0.0,0.0,1.0
dbservice2_errno111_1626750797,dbservice2,errno111,database,0.5,adaptive_corrupted_anchor,0.4,0.0,0.0,1.0
dbservice2_memory_1625144096,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.8,0.0,1.0,1.0
dbservice2_memory_1625152223,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,1.0,1.0,1.0,1.0
dbservice2_memory_1625193002,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.8,0.0,1.0,1.0
dbservice2_memory_1625257548,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.8,0.0,1.0,1.0
dbservice2_memory_1625269953,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.4,0.0,0.0,1.0
dbservice2_memory_1625356783,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.4,0.0,0.0,1.0
dbservice2_memory_1625363058,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.2,0.0,0.0,1.0
dbservice2_memory_1625459089,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.6,0.0,1.0,1.0
dbservice2_memory_1625463515,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.8,0.0,1.0,1.0
dbservice2_memory_1625564139,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,1.0,1.0,1.0,1.0
dbservice2_memory_1625579430,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.8,0.0,1.0,1.0
dbservice2_memory_1625587157,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.4,0.0,0.0,1.0
dbservice2_memory_1625634388,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.6,0.0,1.0,1.0
dbservice2_memory_1625656892,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.4,0.0,0.0,1.0
dbservice2_memory_1625669580,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.6,0.0,1.0,1.0
dbservice2_memory_1625704892,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.2,0.0,0.0,1.0
dbservice2_memory_1625711897,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.8,0.0,1.0,1.0
dbservice2_memory_1625720058,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.4,0.0,0.0,1.0
dbservice2_memory_1625780540,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.6,0.0,1.0,1.0
dbservice2_memory_1625944726,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.8,0.0,1.0,1.0
dbservice2_memory_1625953237,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.8,0.0,1.0,1.0
dbservice2_memory_1625981739,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.4,0.0,0.0,1.0
dbservice2_memory_1625988716,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.6,0.0,1.0,1.0
dbservice2_memory_1626043439,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.6,0.0,1.0,1.0
dbservice2_memory_1626053581,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.8,0.0,1.0,1.0
dbservice2_memory_1626066255,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.8,0.0,1.0,1.0
dbservice2_memory_1626095808,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,1.0,1.0,1.0,1.0
dbservice2_memory_1626127184,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.2,0.0,0.0,1.0
dbservice2_memory_1626130474,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,1.0,1.0,1.0,1.0
dbservice2_memory_1626157165,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,1.0,1.0,1.0,1.0
dbservice2_memory_1626243122,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.6,0.0,1.0,1.0
dbservice2_memory_1626298216,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.8,0.0,1.0,1.0
dbservice2_memory_1626317541,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.4,0.0,0.0,1.0
dbservice2_memory_1626325390,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.6,0.0,1.0,1.0
dbservice2_memory_1626334718,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.6,0.0,1.0,1.0
dbservice2_memory_1626367699,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.4,0.0,0.0,1.0
dbservice2_memory_1626372232,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.8,0.0,1.0,1.0
dbservice2_memory_1626415344,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.2,0.0,0.0,1.0
dbservice2_memory_1626419131,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.8,0.0,1.0,1.0
dbservice2_memory_1626430015,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,1.0,1.0,1.0,1.0
dbservice2_memory_1626442568,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.6,0.0,1.0,1.0
dbservice2_memory_1626459595,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,1.0,1.0,1.0,1.0
dbservice2_memory_1626497813,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.2,0.0,0.0,1.0
dbservice2_memory_1626585941,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.8,0.0,1.0,1.0
dbservice2_memory_1626602315,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.4,0.0,0.0,1.0
dbservice2_memory_1626607598,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.4,0.0,0.0,1.0
dbservice2_memory_1626647915,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,1.0,1.0,1.0,1.0
dbservice2_memory_1626651683,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.2,0.0,0.0,1.0
dbservice2_memory_1626750100,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,1.0,1.0,1.0,1.0
dbservice2_memory_1626760761,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,1.0,1.0,1.0,1.0
dbservice2_memory_1626764016,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.8,0.0,1.0,1.0
dbservice2_memory_1626790578,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,1.0,1.0,1.0,1.0
dbservice2_memory_1626799339,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,1.0,1.0,1.0,1.0
dbservice2_memory_1626818990,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,1.0,1.0,1.0,1.0
dbservice2_memory_1626839958,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,1.0,1.0,1.0,1.0
dbservice2_memory_1626876599,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.4,0.0,0.0,1.0
dbservice2_memory_1626886884,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.2,0.0,0.0,1.0
dbservice2_memory_1626890594,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.4,0.0,0.0,1.0
dbservice2_memory_1626962039,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.4,0.0,0.0,1.0
dbservice2_memory_1626969117,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.4,0.0,0.0,1.0
dbservice2_memory_1627002602,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.4,0.0,0.0,1.0
dbservice2_memory_1627039811,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,1.0,1.0,1.0,1.0
dbservice2_memory_1627079656,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.4,0.0,0.0,1.0
dbservice2_memory_1627087394,dbservice2,memory,database,0.5,adaptive_corrupted_anchor,0.4,0.0,0.0,1.0
