dataset,service,fault,instance,budget,policy,seed,top1,top3,top5,avg5,full_trace_count,full_anomalous_trace_count,kept_trace_count,kept_anomalous_trace_count,full_anomalous_span_count,kept_anomalous_span_count,total_reduction,post_injection_trace_reduction,post_injection_span_reduction,top5_services
RE2-OB,checkoutservice,cpu,1,0.5,random,2031,1.0,1.0,1.0,1.0,23969,11945,17996,5972,195425,97620,0.24919687930243228,0.5000418585182085,0.5004733273634386,"['checkoutservice', 'frontendservice', 'currencyservice', 'emailservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,1,0.5,random,2032,1.0,1.0,1.0,1.0,23969,11945,17996,5972,195425,97513,0.24919687930243228,0.5000418585182085,0.5010208519892542,"['checkoutservice', 'frontendservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,1,0.5,random,2033,1.0,1.0,1.0,1.0,23969,11945,17996,5972,195425,97170,0.24919687930243228,0.5000418585182085,0.5027760010234106,"['checkoutservice', 'frontendservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,1,0.5,random,2034,1.0,1.0,1.0,1.0,23969,11945,17996,5972,195425,98250,0.24919687930243228,0.5000418585182085,0.49724958423947807,"['checkoutservice', 'frontendservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,1,0.5,random,2035,1.0,1.0,1.0,1.0,23969,11945,17996,5972,195425,96539,0.24919687930243228,0.5000418585182085,0.5060048611999488,"['checkoutservice', 'frontendservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,1,0.5,service_aware_abnormality,-1,1.0,1.0,1.0,1.0,23969,11945,17996,5972,195425,150097,0.24919687930243228,0.5000418585182085,0.23194575924267624,"['checkoutservice', 'frontendservice', 'currencyservice', 'emailservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,1,1.0,abnormality_service_diversity,-1,1.0,1.0,1.0,1.0,23969,11945,23969,11945,195425,195425,0.0,0.0,0.0,"['checkoutservice', 'frontendservice', 'currencyservice', 'emailservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,1,1.0,abnormality_topk,-1,1.0,1.0,1.0,1.0,23969,11945,23969,11945,195425,195425,0.0,0.0,0.0,"['checkoutservice', 'frontendservice', 'currencyservice', 'emailservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,1,1.0,coverage_aware,-1,1.0,1.0,1.0,1.0,23969,11945,23969,11945,195425,195425,0.0,0.0,0.0,"['checkoutservice', 'frontendservice', 'currencyservice', 'emailservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,1,1.0,early_window,-1,1.0,1.0,1.0,1.0,23969,11945,23969,11945,195425,195425,0.0,0.0,0.0,"['checkoutservice', 'frontendservice', 'currencyservice', 'emailservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,1,1.0,hybrid_abnormality_latency,-1,1.0,1.0,1.0,1.0,23969,11945,23969,11945,195425,195425,0.0,0.0,0.0,"['checkoutservice', 'frontendservice', 'currencyservice', 'emailservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,1,1.0,late_window,-1,1.0,1.0,1.0,1.0,23969,11945,23969,11945,195425,195425,0.0,0.0,0.0,"['checkoutservice', 'frontendservice', 'currencyservice', 'emailservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,1,1.0,latency_service_diversity,-1,1.0,1.0,1.0,1.0,23969,11945,23969,11945,195425,195425,0.0,0.0,0.0,"['checkoutservice', 'frontendservice', 'currencyservice', 'emailservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,1,1.0,latency_topk,-1,1.0,1.0,1.0,1.0,23969,11945,23969,11945,195425,195425,0.0,0.0,0.0,"['checkoutservice', 'frontendservice', 'currencyservice', 'emailservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,1,1.0,random,2026,1.0,1.0,1.0,1.0,23969,11945,23969,11945,195425,195425,0.0,0.0,0.0,"['checkoutservice', 'frontendservice', 'currencyservice', 'emailservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,1,1.0,random,2027,1.0,1.0,1.0,1.0,23969,11945,23969,11945,195425,195425,0.0,0.0,0.0,"['checkoutservice', 'frontendservice', 'currencyservice', 'emailservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,1,1.0,random,2028,1.0,1.0,1.0,1.0,23969,11945,23969,11945,195425,195425,0.0,0.0,0.0,"['checkoutservice', 'frontendservice', 'currencyservice', 'emailservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,1,1.0,random,2029,1.0,1.0,1.0,1.0,23969,11945,23969,11945,195425,195425,0.0,0.0,0.0,"['checkoutservice', 'frontendservice', 'currencyservice', 'emailservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,1,1.0,random,2030,1.0,1.0,1.0,1.0,23969,11945,23969,11945,195425,195425,0.0,0.0,0.0,"['checkoutservice', 'frontendservice', 'currencyservice', 'emailservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,1,1.0,random,2031,1.0,1.0,1.0,1.0,23969,11945,23969,11945,195425,195425,0.0,0.0,0.0,"['checkoutservice', 'frontendservice', 'currencyservice', 'emailservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,1,1.0,random,2032,1.0,1.0,1.0,1.0,23969,11945,23969,11945,195425,195425,0.0,0.0,0.0,"['checkoutservice', 'frontendservice', 'currencyservice', 'emailservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,1,1.0,random,2033,1.0,1.0,1.0,1.0,23969,11945,23969,11945,195425,195425,0.0,0.0,0.0,"['checkoutservice', 'frontendservice', 'currencyservice', 'emailservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,1,1.0,random,2034,1.0,1.0,1.0,1.0,23969,11945,23969,11945,195425,195425,0.0,0.0,0.0,"['checkoutservice', 'frontendservice', 'currencyservice', 'emailservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,1,1.0,random,2035,1.0,1.0,1.0,1.0,23969,11945,23969,11945,195425,195425,0.0,0.0,0.0,"['checkoutservice', 'frontendservice', 'currencyservice', 'emailservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,1,1.0,service_aware_abnormality,-1,1.0,1.0,1.0,1.0,23969,11945,23969,11945,195425,195425,0.0,0.0,0.0,"['checkoutservice', 'frontendservice', 'currencyservice', 'emailservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,2,0.05,abnormality_service_diversity,-1,0.0,1.0,1.0,0.8,12257,657,11633,33,10846,812,0.05090968426205433,0.9497716894977168,0.9251336898395722,"['frontendservice', 'checkoutservice', 'currencyservice', 'recommendationservice', 'emailservice']"
RE2-OB,checkoutservice,cpu,2,0.05,abnormality_topk,-1,0.0,1.0,1.0,0.8,12257,657,11633,33,10846,902,0.05090968426205433,0.9497716894977168,0.9168356997971603,"['frontendservice', 'checkoutservice', 'currencyservice', 'emailservice', 'paymentservice']"
RE2-OB,checkoutservice,cpu,2,0.05,coverage_aware,-1,0.0,1.0,1.0,0.8,12257,657,11633,33,10846,982,0.05090968426205433,0.9497716894977168,0.9094597086483496,"['frontendservice', 'checkoutservice', 'currencyservice', 'emailservice', 'paymentservice']"
RE2-OB,checkoutservice,cpu,2,0.05,early_window,-1,0.0,0.0,1.0,0.4,12257,657,11633,33,10846,621,0.05090968426205433,0.9497716894977168,0.9427438687073576,"['frontendservice', 'currencyservice', 'productcatalogservice', 'checkoutservice', 'recommendationservice']"
RE2-OB,checkoutservice,cpu,2,0.05,hybrid_abnormality_latency,-1,0.0,1.0,1.0,0.8,12257,657,11633,33,10846,997,0.05090968426205433,0.9497716894977168,0.9080767103079477,"['frontendservice', 'checkoutservice', 'currencyservice', 'emailservice', 'paymentservice']"
RE2-OB,checkoutservice,cpu,2,0.05,late_window,-1,0.0,0.0,0.0,0.0,12257,657,11633,33,10846,411,0.05090968426205433,0.9497716894977168,0.9621058454729854,"['frontendservice', 'currencyservice', 'paymentservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,2,0.05,latency_service_diversity,-1,0.0,1.0,1.0,0.8,12257,657,11633,33,10846,880,0.05090968426205433,0.9497716894977168,0.9188640973630832,"['frontendservice', 'checkoutservice', 'recommendationservice', 'paymentservice', 'emailservice']"
