case_id,root_service,service,fault_type,service_family,budget,selected,label,service_order_position,deterministic_score,deterministic_trace_score,deterministic_metric_score,trace_rows_obs,trace_rows_base,trace_rows_ratio,mean_latency_obs,mean_latency_base,mean_latency_delta_ratio,max_latency_obs,max_latency_base,error_rate_obs,error_rate_base,error_rate_delta,trace_byte_obs,trace_byte_base,endpoint_count,cpu_obs,cpu_base,cpu_delta,cpu_abs_z,memory_obs,memory_base,memory_delta,memory_abs_z,net_in_err_obs,net_in_err_base,net_in_err_delta,net_in_err_abs_z,net_out_err_obs,net_out_err_base,net_out_err_delta,net_out_err_abs_z
webservice2_memory_1625138212,webservice2,webservice1,memory,web,0.5,0.0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
webservice2_memory_1625138212,webservice2,webservice2,memory,web,0.5,1.0,1,0,0.6202414772597954,0.0,0.7753018465747442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.022887414647911,5.014073949883088,0.008813464764823031,0.37132842079039335,0.12324770291646317,0.12213277816772455,0.001114924748738616,0.7753018465747442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
webservice2_memory_1625138212,webservice2,mobservice1,memory,web,0.5,0.0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
webservice2_memory_1625138212,webservice2,mobservice2,memory,web,0.5,0.0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
webservice2_memory_1625138212,webservice2,dbservice1,memory,web,0.5,1.0,0,1,1.730576057097231,0.0,2.163220071371539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026097696185849274,0.03546668069649551,-0.009368984510646234,0.7078655733066632,0.3206048344635339,0.3205410889000595,6.37455634743822e-05,2.163220071371539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
webservice2_memory_1625138212,webservice2,dbservice2,memory,web,0.5,1.0,0,2,1.994110859318514,0.0,2.4926385741481423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.973502084767008,2.0082826674537335,-0.03478058268672557,1.5732527492301212,0.35505517323811847,0.35497609774271643,7.907549540203673e-05,2.4926385741481423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
webservice2_memory_1625138212,webservice2,redisservice1,memory,web,0.5,1.0,0,3,1.9978538165147286,0.0,2.4973172706434106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07126053738576014,0.05980773700115251,0.011452800384607636,0.3948512002411521,0.37281386057535804,0.37273444069756395,7.941987779408466e-05,2.4973172706434106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
webservice2_memory_1625138212,webservice2,redisservice2,memory,web,0.5,1.0,0,4,2.8356829682297944,0.0,3.5446037102872427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.044710829916411,2.0884000070082163,-0.04368917709180531,0.8265206542735966,0.33845313390096027,0.3383159637451172,0.00013717015584308045,3.5446037102872427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
webservice2_memory_1625138212,webservice2,logservice1,memory,web,0.5,0.0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
webservice2_memory_1625138212,webservice2,logservice2,memory,web,0.5,0.0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice1_memory_1625140467,dbservice1,webservice1,memory,database,0.25,1.0,0,1,348.68000273980226,0.0,435.8500034247528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.013714468216285,0.0199691381621577,3.993745330054127,435.8500034247528,0.05504790941874183,0.029986143112182565,0.025061766306559267,17.329654214187048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice1_memory_1625140467,dbservice1,webservice2,memory,database,0.25,1.0,0,2,27.512148045060076,0.0,34.390185056325095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.043062599577311,5.05768455687118,-0.014621957293869059,0.6313704214946128,0.1247933705647786,0.12373256683349607,0.0010608037312825336,34.390185056325095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice1_memory_1625140467,dbservice1,mobservice1,memory,database,0.25,0.0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice1_memory_1625140467,dbservice1,mobservice2,memory,database,0.25,0.0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice1_memory_1625140467,dbservice1,dbservice1,memory,database,0.25,1.0,1,0,3.6963632590644075,0.0,4.620454073830509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031605005935076536,0.060735177925124985,-0.02913017199004845,1.3346713634981873,0.3158114164496006,0.31578045431877017,3.0962130830425316e-05,4.620454073830509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice1_memory_1625140467,dbservice1,dbservice2,memory,database,0.25,0.0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice1_memory_1625140467,dbservice1,redisservice1,memory,database,0.25,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice1_memory_1625140467,dbservice1,redisservice2,memory,database,0.25,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice1_memory_1625140467,dbservice1,logservice1,memory,database,0.25,0.0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice1_memory_1625140467,dbservice1,logservice2,memory,database,0.25,0.0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice1_memory_1625140467,dbservice1,webservice1,memory,database,0.5,1.0,0,1,147.57017159845427,0.0,184.4627144980678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.023438581301446,0.026592601027758917,3.9968459802736866,184.4627144980678,0.05557167530059811,0.02971692879994705,0.02585474650065106,22.013720380529584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice1_memory_1625140467,dbservice1,webservice2,memory,database,0.5,1.0,0,2,0.27419806181328454,0.0,0.34274757726660565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.033219082344888,5.03978627062893,-0.006567188284042125,0.15904783467670122,0.12430985768636063,0.12370014190673825,0.0006097157796223773,0.34274757726660565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice1_memory_1625140467,dbservice1,mobservice1,memory,database,0.5,0.0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice1_memory_1625140467,dbservice1,mobservice2,memory,database,0.5,0.0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice1_memory_1625140467,dbservice1,dbservice1,memory,database,0.5,1.0,1,0,2.633089459010354,0.0,3.2913618237629425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025350751258685383,0.06041462544542574,-0.035063874186740354,1.7480042984214945,0.3158226754062662,0.3157637314566639,5.894394960226368e-05,3.2913618237629425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice1_memory_1625140467,dbservice1,dbservice2,memory,database,0.5,0.0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice1_memory_1625140467,dbservice1,redisservice1,memory,database,0.5,1.0,0,3,2.8051548554734356,0.0,3.506443569341794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08485647787478419,0.05392967165658056,0.03092680621820363,2.3296958893062927,0.37335501776801217,0.37326966391669375,8.535385131841489e-05,3.506443569341794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice1_memory_1625140467,dbservice1,redisservice2,memory,database,0.5,1.0,0,4,2.8122694553649357,0.0,3.5153368192061696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0705624027790037,2.0662948461451904,0.004267556633813285,0.07393763888514085,0.3392343521118164,0.3391018708546956,0.00013248125712078673,3.5153368192061696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice1_memory_1625140467,dbservice1,logservice1,memory,database,0.5,0.0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice1_memory_1625140467,dbservice1,logservice2,memory,database,0.5,0.0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice2_memory_1625144096,dbservice2,webservice1,memory,database,0.25,1.0,0,1,0.5121345252787267,0.0,0.6401681565984083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.020703654650599,4.024499728514334,-0.003796073863735039,0.23335872056098558,0.05555987358093258,0.056021769841512,-0.0004618962605794155,0.6401681565984083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice2_memory_1625144096,dbservice2,webservice2,memory,database,0.25,1.0,0,2,0.9377124849738243,0.0,1.1721406062172803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.014225759444419,4.703647089674024,0.31057866977039517,1.1721406062172803,0.12471008300781246,0.12467082341512041,3.925959269204804e-05,0.015494362062262857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice2_memory_1625144096,dbservice2,mobservice1,memory,database,0.25,0.0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice2_memory_1625144096,dbservice2,mobservice2,memory,database,0.25,0.0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice2_memory_1625144096,dbservice2,dbservice1,memory,database,0.25,0.0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice2_memory_1625144096,dbservice2,dbservice2,memory,database,0.25,1.0,1,0,1.10621519956506,0.0,1.3827689994563248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0468339343523136,1.9939094417800742,0.05292449257223941,1.2103665183485097,0.3556995391845703,0.35565900802612305,4.0531158447265625e-05,1.3827689994563248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice2_memory_1625144096,dbservice2,redisservice1,memory,database,0.25,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice2_memory_1625144096,dbservice2,redisservice2,memory,database,0.25,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice2_memory_1625144096,dbservice2,logservice1,memory,database,0.25,0.0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice2_memory_1625144096,dbservice2,logservice2,memory,database,0.25,0.0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice2_memory_1625144096,dbservice2,webservice1,memory,database,0.5,1.0,0,1,0.36046906882425717,0.0,0.45058633603032144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.013587489333019,3.956596587943534,0.056990901389484705,0.3162985399621069,0.056322495142618764,0.055995583534240674,0.00032691160837809013,0.45058633603032144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice2_memory_1625144096,dbservice2,webservice2,memory,database,0.5,1.0,0,2,0.6980136156128195,0.0,0.8725170195160243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.011826158261501,4.781751218430053,0.23007493983144833,0.8725170195160243,0.12420773506164547,0.12360986073811844,0.0005978743235270229,0.25800254898166647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice2_memory_1625144096,dbservice2,mobservice1,memory,database,0.5,0.0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice2_memory_1625144096,dbservice2,mobservice2,memory,database,0.5,0.0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice2_memory_1625144096,dbservice2,dbservice1,memory,database,0.5,0.0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice2_memory_1625144096,dbservice2,dbservice2,memory,database,0.5,1.0,1,0,2.4423843007738335,0.0,3.0529803759672918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.023566080589061,2.011481347151025,0.012084733438035844,0.3105723811618787,0.3557332356770833,0.3556509017944336,8.233388264972108e-05,3.0529803759672918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice2_memory_1625144096,dbservice2,redisservice1,memory,database,0.5,1.0,0,3,2.140730188047265,0.0,2.675912735059081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10427021020928348,0.11343427307505805,-0.009164062865774564,0.338115638368318,0.37429560555352104,0.37419843673706055,9.716881646049114e-05,2.675912735059081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice2_memory_1625144096,dbservice2,redisservice2,memory,database,0.5,1.0,0,4,2.619249066363485,0.0,3.2740613329543558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0572440513398096,2.10052915993714,-0.04328510859733026,0.8245389483340104,0.33968551953633624,0.33953491846720374,0.00015060106913250548,3.2740613329543558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice2_memory_1625144096,dbservice2,logservice1,memory,database,0.5,0.0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbservice2_memory_1625144096,dbservice2,logservice2,memory,database,0.5,0.0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
redisservice1_memory_1625145523,redisservice1,webservice1,memory,cache,0.25,1.0,0,1,0.3876221929594002,0.0,0.48452774119925024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.015518061641066,4.0222548449836095,-0.006736783342543795,0.48452774119925024,0.05673130353291825,0.05671572685241693,1.5576680501318274e-05,0.010713416059708679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
redisservice1_memory_1625145523,redisservice1,webservice2,memory,cache,0.25,1.0,0,2,0.9492525615495249,0.0,1.186565701936906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.987464485333868,5.062336359316816,-0.07487187398294726,1.186565701936906,0.12609640757242835,0.12705850601196286,-0.0009620984395345145,0.6628052115288225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
redisservice1_memory_1625145523,redisservice1,mobservice1,memory,cache,0.25,0.0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
redisservice1_memory_1625145523,redisservice1,mobservice2,memory,cache,0.25,0.0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
redisservice1_memory_1625145523,redisservice1,dbservice1,memory,cache,0.25,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
redisservice1_memory_1625145523,redisservice1,dbservice2,memory,cache,0.25,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
redisservice1_memory_1625145523,redisservice1,redisservice1,memory,cache,0.25,1.0,1,0,2.248031903932806,0.0,2.8100398799160073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10785770825004033,0.14477526629182658,-0.036917558041786244,1.639059423797939,0.3746576309204101,0.374606450398763,5.118052164709841e-05,2.8100398799160073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
redisservice1_memory_1625145523,redisservice1,redisservice2,memory,cache,0.25,0.0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
redisservice1_memory_1625145523,redisservice1,logservice1,memory,cache,0.25,0.0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
